# assembly_accession,asm_name,ftp_path,index,ncbi_assembly_level,ncbi_assembly_name,ncbi_bioproject,ncbi_biosample,ncbi_genbank_assembly_accession,ncbi_genome_representation,ncbi_organism_name,ncbi_refseq_category,parsed_genome_accession,srr_accession
GCA_003160755.1,ASM316075v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/160/755/GCA_003160755.1_ASM316075v1,GCA_003160755.1,Scaffold,ASM316075v1,PRJNA454851,SAMN09045419,GCA_003160755.1,full,Methanomicrobiales archaeon,na,GCA_003160755.1,
GCA_003161815.1,20100900_E3D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/161/815/GCA_003161815.1_20100900_E3D,GCA_003161815.1,Scaffold,20100900_E3D,PRJNA386568,SAMN08178760,GCA_003161815.1,full,Methanobacterium sp.,na,GCA_003161815.1,
GCA_003162115.1,20100900_E2D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/115/GCA_003162115.1_20100900_E2D,GCA_003162115.1,Scaffold,20100900_E2D,PRJNA386568,SAMN08178741,GCA_003162115.1,full,Methanobacterium sp.,na,GCA_003162115.1,
GCA_003162175.1,20100900_E2D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/175/GCA_003162175.1_20100900_E2D,GCA_003162175.1,Scaffold,20100900_E2D,PRJNA386568,SAMN08178736,GCA_003162175.1,full,Euryarchaeota archaeon,na,GCA_003162175.1,
GCA_003162615.1,20100900_E3D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/615/GCA_003162615.1_20100900_E3D,GCA_003162615.1,Scaffold,20100900_E3D,PRJNA386568,SAMN08178753,GCA_003162615.1,full,Methanothrix sp.,na,GCA_003162615.1,
GCA_003162655.1,20100900_E2S,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/655/GCA_003162655.1_20100900_E2S,GCA_003162655.1,Scaffold,20100900_E2S,PRJNA386568,SAMN08178745,GCA_003162655.1,full,Methanobacterium sp.,na,GCA_003162655.1,
GCA_003164295.1,20120700_S1D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/295/GCA_003164295.1_20120700_S1D,GCA_003164295.1,Scaffold,20120700_S1D,PRJNA386568,SAMN08179958,GCA_003164295.1,full,Candidatus Bathyarchaeota archaeon,na,GCA_003164295.1,
GCA_003164415.1,20120700_S1D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/415/GCA_003164415.1_20120700_S1D,GCA_003164415.1,Scaffold,20120700_S1D,PRJNA386568,SAMN08179947,GCA_003164415.1,full,Methanobacterium sp.,na,GCA_003164415.1,
GCA_003164755.1,20120700_S1D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/755/GCA_003164755.1_20120700_S1D,GCA_003164755.1,Scaffold,20120700_S1D,PRJNA386568,SAMN08179930,GCA_003164755.1,full,Methanosarcina sp.,na,GCA_003164755.1,
GCA_003164815.1,20120700_S1D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/815/GCA_003164815.1_20120700_S1D,GCA_003164815.1,Scaffold,20120700_S1D,PRJNA386568,SAMN08179926,GCA_003164815.1,full,Thaumarchaeota archaeon,na,GCA_003164815.1,
GCA_003165195.1,20120700_S1D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/165/195/GCA_003165195.1_20120700_S1D,GCA_003165195.1,Scaffold,20120700_S1D,PRJNA386568,SAMN08179969,GCA_003165195.1,full,Candidatus Bathyarchaeota archaeon,na,GCA_003165195.1,
GCA_003166335.1,20110700_S2D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/166/335/GCA_003166335.1_20110700_S2D,GCA_003166335.1,Scaffold,20110700_S2D,PRJNA386568,SAMN08178986,GCA_003166335.1,full,Methanobacterium sp.,na,GCA_003166335.1,
GCA_003170075.1,20110800_E3D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/075/GCA_003170075.1_20110800_E3D,GCA_003170075.1,Scaffold,20110800_E3D,PRJNA386568,SAMN08179087,GCA_003170075.1,full,Methanoregula sp.,na,GCA_003170075.1,
GCA_003170935.1,20110800_E2D,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/935/GCA_003170935.1_20110800_E2D,GCA_003170935.1,Scaffold,20110800_E2D,PRJNA386568,SAMN08179040,GCA_003170935.1,full,Euryarchaeota archaeon,na,GCA_003170935.1,
GCA_003173335.1,ASM317333v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/335/GCA_003173335.1_ASM317333v1,GCA_003173335.1,Contig,ASM317333v1,PRJNA224116,SAMN09236931,GCA_003173335.1,full,Methanospirillum stamsii,na,GCF_003173335.1,
GCA_003173355.1,ASM317335v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/355/GCA_003173355.1_ASM317335v1,GCA_003173355.1,Contig,ASM317335v1,PRJNA224116,SAMN09236929,GCA_003173355.1,full,Methanospirillum lacunae,na,GCF_003173355.1,
GCA_003175215.1,ASM317521v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/175/215/GCA_003175215.1_ASM317521v1,GCA_003175215.1,Contig,ASM317521v1,PRJNA224116,SAMD00113975,GCA_003175215.1,full,Candidatus Nitrosopumilus sp. NM25,na,GCF_003175215.1,
GCA_003176995.1,ASM317699v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/995/GCA_003176995.1_ASM317699v1,GCA_003176995.1,Scaffold,ASM317699v1,PRJNA471400,SAMN09209451,GCA_003176995.1,full,Thaumarchaeota archaeon,na,GCA_003176995.1,
GCA_003193815.1,ASM319381v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/193/815/GCA_003193815.1_ASM319381v1,GCA_003193815.1,Contig,ASM319381v1,PRJNA421865,SAMN08159289,GCA_003193815.1,full,Euryarchaeota archaeon,na,GCA_003193815.1,
GCA_003193925.1,ASM319392v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/193/925/GCA_003193925.1_ASM319392v1,GCA_003193925.1,Contig,ASM319392v1,PRJNA421865,SAMN08159283,GCA_003193925.1,full,Euryarchaeota archaeon,na,GCA_003193925.1,
GCA_003194425.1,ASM319442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/425/GCA_003194425.1_ASM319442v1,GCA_003194425.1,Scaffold,ASM319442v1,PRJNA418316,SAMN08434975,GCA_003194425.1,full,ANME-1 cluster archaeon,na,GCA_003194425.1,
GCA_003194435.1,ASM319443v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/435/GCA_003194435.1_ASM319443v1,GCA_003194435.1,Scaffold,ASM319443v1,PRJNA418316,SAMN08434988,GCA_003194435.1,full,ANME-1 cluster archaeon,na,GCA_003194435.1,
GCA_003194445.1,ASM319444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/445/GCA_003194445.1_ASM319444v1,GCA_003194445.1,Scaffold,ASM319444v1,PRJNA418316,SAMN08435051,GCA_003194445.1,full,ANME-2 cluster archaeon,na,GCA_003194445.1,
GCA_003201765.1,ASM320176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/765/GCA_003201765.1_ASM320176v1,GCA_003201765.1,Complete Genome,ASM320176v1,PRJNA224116,SAMN09071530,GCA_003201765.1,full,Acidianus sulfidivorans JP7,na,GCF_003201765.1,
GCA_003201835.1,ASM320183v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/835/GCA_003201835.1_ASM320183v1,GCA_003201835.1,Complete Genome,ASM320183v1,PRJNA224116,SAMN09071529,GCA_003201835.1,full,Acidianus brierleyi,na,GCF_003201835.1,
GCA_003205235.1,ASM320523v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/205/235/GCA_003205235.1_ASM320523v1,GCA_003205235.1,Contig,ASM320523v1,PRJNA224116,SAMN09280936,GCA_003205235.1,full,Thermoplasma sp. Kam2015,na,GCF_003205235.1,
GCA_003229935.1,ASM322993v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/229/935/GCA_003229935.1_ASM322993v1,GCA_003229935.1,Scaffold,ASM322993v1,PRJNA385762,SAMN09240142,GCA_003229935.1,full,Euryarchaeota archaeon,na,GCA_003229935.1,
GCA_003230355.1,ASM323035v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/230/355/GCA_003230355.1_ASM323035v1,GCA_003230355.1,Contig,ASM323035v1,PRJNA385762,SAMN09240220,GCA_003230355.1,full,Euryarchaeota archaeon,na,GCA_003230355.1,
GCA_003251955.1,ASM325195v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/251/955/GCA_003251955.1_ASM325195v1,GCA_003251955.1,Contig,ASM325195v1,PRJNA385762,SAMN09288007,GCA_003251955.1,full,Methanospirillum hungatei,na,GCA_003251955.1,
GCA_003264935.1,ASM326493v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/264/935/GCA_003264935.1_ASM326493v1,GCA_003264935.1,Contig,ASM326493v1,PRJNA476483,SAMN09435550,GCA_003264935.1,full,Methanothermobacter tenebrarum,na,GCA_003264935.1,
GCA_003266065.1,ASM326606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/065/GCA_003266065.1_ASM326606v1,GCA_003266065.1,Scaffold,ASM326606v1,PRJNA362975,SAMN06283957,GCA_003266065.1,full,Methanosphaera sp. rholeuAM130,na,GCA_003266065.1,
GCA_003266075.1,ASM326607v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/075/GCA_003266075.1_ASM326607v1,GCA_003266075.1,Scaffold,ASM326607v1,PRJNA362975,SAMN06283956,GCA_003266075.1,full,Methanosphaera sp. rholeuAM74,na,GCA_003266075.1,
GCA_003266105.1,ASM326610v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/105/GCA_003266105.1_ASM326610v1,GCA_003266105.1,Scaffold,ASM326610v1,PRJNA362975,SAMN06283955,GCA_003266105.1,full,Methanosphaera sp. rholeuAM6,na,GCA_003266105.1,
GCA_003266145.1,ASM326614v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/145/GCA_003266145.1_ASM326614v1,GCA_003266145.1,Scaffold,ASM326614v1,PRJNA362975,SAMN06283953,GCA_003266145.1,full,Methanosphaera sp. SHI613,na,GCA_003266145.1,
GCA_003266165.1,ASM326616v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/165/GCA_003266165.1_ASM326616v1,GCA_003266165.1,Scaffold,ASM326616v1,PRJNA362975,SAMN06283958,GCA_003266165.1,full,Methanosphaera sp. rholeuAM270,na,GCA_003266165.1,
GCA_003268005.1,ASM326800v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/005/GCA_003268005.1_ASM326800v1,GCA_003268005.1,Complete Genome,ASM326800v1,PRJNA310024,SAMN04445725,GCA_003268005.1,full,Methanosphaera sp. BMS,na,GCA_003268005.1,
GCA_003287355.1,ASM328735v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/355/GCA_003287355.1_ASM328735v1,GCA_003287355.1,Contig,ASM328735v1,PRJNA478008,SAMN09489299,GCA_003287355.1,full,Halorubrum sp. 48_1_W,na,GCA_003287355.1,
GCA_003298465.1,ASM329846v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/298/465/GCA_003298465.1_ASM329846v1,GCA_003298465.1,Contig,ASM329846v1,PRJNA473899,SAMN09288189,GCA_003298465.1,full,halophilic archaeon,na,GCA_003298465.1,
GCA_900065925.1,NDEV.embl.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/065/925/GCA_900065925.1_NDEV.embl.gz,GCA_900065925.1,Complete Genome,NDEV.embl.gz,PRJEB10948,SAMEA3577360,GCA_900065925.1,full,Candidatus Nitrosotalea devanaterra,na,GCA_900065925.1,
GCA_900079115.1,SSOP1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/115/GCA_900079115.1_SSOP1,GCA_900079115.1,Complete Genome,SSOP1,PRJNA224116,SAMEA3920617,GCA_900079115.1,full,Sulfolobus solfataricus,representative genome,GCF_900079115.1,
GCA_900083515.1,ASM90008351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/083/515/GCA_900083515.1_ASM90008351v1,GCA_900083515.1,Complete Genome,ASM90008351v1,PRJEB12276,SAMEA3719625,GCA_900083515.1,full,Cuniculiplasma divulgatum,na,GCA_900083515.1,
GCA_900095295.1,MCBB,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB,GCA_900095295.1,Complete Genome,MCBB,PRJNA224116,SAMEA4378819,GCA_900095295.1,full,Methanobacterium congolense,representative genome,GCF_900095295.1,
GCA_900095385.1,L21,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/385/GCA_900095385.1_L21,GCA_900095385.1,Contig,L21,PRJNA224116,SAMEA4384483,GCA_900095385.1,full,Methanoculleus chikugoensis,representative genome,GCF_900095385.1,
GCA_900095815.1,SIV6,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6,GCA_900095815.1,Complete Genome,SIV6,PRJNA224116,SAMEA4408318,GCA_900095815.1,full,Methanothermobacter wolfeii,representative genome,GCF_900095815.1,
GCA_900100335.1,IMG-taxon_2636416021_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/335/GCA_900100335.1_IMG-taxon_2636416021_annotated_assembly,GCA_900100335.1,Contig,IMG-taxon 2636416021 annotated assembly,PRJNA224116,SAMN04515672,GCA_900100335.1,full,Natronorubrum texcoconense,na,GCF_900100335.1,
GCA_900100385.1,IMG-taxon_2651870124_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/385/GCA_900100385.1_IMG-taxon_2651870124_annotated_assembly,GCA_900100385.1,Scaffold,IMG-taxon 2651870124 annotated assembly,PRJNA224116,SAMN05216226,GCA_900100385.1,full,Halovenus aranensis,representative genome,GCF_900100385.1,
GCA_900100715.1,IMG-taxon_2642422561_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/715/GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly,GCA_900100715.1,Scaffold,IMG-taxon 2642422561 annotated assembly,PRJNA224116,SAMN04488589,GCA_900100715.1,full,Methanolobus vulcani,representative genome,GCF_900100715.1,
GCA_900100875.1,IMG-taxon_2671180169_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/875/GCA_900100875.1_IMG-taxon_2671180169_annotated_assembly,GCA_900100875.1,Contig,IMG-taxon 2671180169 annotated assembly,PRJNA224116,SAMN05216278,GCA_900100875.1,full,Halopelagius longus,representative genome,GCF_900100875.1,
GCA_900102305.1,IMG-taxon_2651870125_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/305/GCA_900102305.1_IMG-taxon_2651870125_annotated_assembly,GCA_900102305.1,Scaffold,IMG-taxon 2651870125 annotated assembly,PRJNA224116,SAMN05216218,GCA_900102305.1,full,Halorientalis regularis,representative genome,GCF_900102305.1,
GCA_900103505.1,IMG-taxon_2651870127_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/505/GCA_900103505.1_IMG-taxon_2651870127_annotated_assembly,GCA_900103505.1,Scaffold,IMG-taxon 2651870127 annotated assembly,PRJNA224116,SAMN05192554,GCA_900103505.1,full,Haloarchaeobius iranensis,representative genome,GCF_900103505.1,
GCA_900103715.1,IMG-taxon_2617270902_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/715/GCA_900103715.1_IMG-taxon_2617270902_annotated_assembly,GCA_900103715.1,Contig,IMG-taxon 2617270902 annotated assembly,PRJNA224116,SAMN04487949,GCA_900103715.1,full,Halogranum gelatinilyticum,representative genome,GCF_900103715.1,
GCA_900104065.1,IMG-taxon_2636416047_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/065/GCA_900104065.1_IMG-taxon_2636416047_annotated_assembly,GCA_900104065.1,Scaffold,IMG-taxon 2636416047 annotated assembly,PRJNA224116,SAMN04489842,GCA_900104065.1,full,Natronobacterium texcoconense,na,GCF_900104065.1,
GCA_900107195.1,IMG-taxon_2617270777_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/195/GCA_900107195.1_IMG-taxon_2617270777_annotated_assembly,GCA_900107195.1,Contig,IMG-taxon 2617270777 annotated assembly,PRJNA224116,SAMN04487946,GCA_900107195.1,full,Halobellus clavatus,representative genome,GCF_900107195.1,
GCA_900107205.1,IMG-taxon_2654587885_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/205/GCA_900107205.1_IMG-taxon_2654587885_annotated_assembly,GCA_900107205.1,Scaffold,IMG-taxon 2654587885 annotated assembly,PRJNA224116,SAMN05216564,GCA_900107205.1,full,Halopenitus persicus,na,GCF_900107205.1,
GCA_900107665.1,IMG-taxon_2617270898_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/665/GCA_900107665.1_IMG-taxon_2617270898_annotated_assembly,GCA_900107665.1,Scaffold,IMG-taxon 2617270898 annotated assembly,PRJNA224116,SAMN04488065,GCA_900107665.1,full,Haloplanus vescus,representative genome,GCF_900107665.1,
GCA_900108095.1,IMG-taxon_2617270925_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/095/GCA_900108095.1_IMG-taxon_2617270925_annotated_assembly,GCA_900108095.1,Scaffold,IMG-taxon 2617270925 annotated assembly,PRJNA224116,SAMN04487967,GCA_900108095.1,full,Natronorubrum sediminis,na,GCF_900108095.1,
GCA_900108165.1,IMG-taxon_2619618869_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/165/GCA_900108165.1_IMG-taxon_2619618869_annotated_assembly,GCA_900108165.1,Scaffold,IMG-taxon 2619618869 annotated assembly,PRJNA224116,SAMN04488133,GCA_900108165.1,full,Halobellus limi,na,GCF_900108165.1,
GCA_900108505.1,IMG-taxon_2651870118_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/505/GCA_900108505.1_IMG-taxon_2651870118_annotated_assembly,GCA_900108505.1,Scaffold,IMG-taxon 2651870118 annotated assembly,PRJNA224116,SAMN05192561,GCA_900108505.1,full,Halopenitus malekzadehii,representative genome,GCF_900108505.1,
GCA_900109065.1,IMG-taxon_2693429898_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/065/GCA_900109065.1_IMG-taxon_2693429898_annotated_assembly,GCA_900109065.1,Contig,IMG-taxon 2693429898 annotated assembly,PRJNA224116,SAMN05444271,GCA_900109065.1,full,Halohasta litchfieldiae,representative genome,GCF_900109065.1,
GCA_900109595.1,IMG-taxon_2654588138_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/595/GCA_900109595.1_IMG-taxon_2654588138_annotated_assembly,GCA_900109595.1,Contig,IMG-taxon 2654588138 annotated assembly,PRJNA224116,SAMN05216439,GCA_900109595.1,full,Methanobrevibacter gottschalkii,representative genome,GCF_900109595.1,
GCA_900110215.1,IMG-taxon_2654588107_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/215/GCA_900110215.1_IMG-taxon_2654588107_annotated_assembly,GCA_900110215.1,Scaffold,IMG-taxon 2654588107 annotated assembly,PRJNA224116,SAMN05216388,GCA_900110215.1,full,Halorientalis persicus,representative genome,GCF_900110215.1,
GCA_900110455.1,IMG-taxon_2671180170_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/455/GCA_900110455.1_IMG-taxon_2671180170_annotated_assembly,GCA_900110455.1,Scaffold,IMG-taxon 2671180170 annotated assembly,PRJNA224116,SAMN05216285,GCA_900110455.1,full,Halopiger salifodinae,na,GCF_900110455.1,
GCA_900110465.1,IMG-taxon_2617270928_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/465/GCA_900110465.1_IMG-taxon_2617270928_annotated_assembly,GCA_900110465.1,Scaffold,IMG-taxon 2617270928 annotated assembly,PRJNA224116,SAMN04487948,GCA_900110465.1,full,Halogranum amylolyticum,representative genome,GCF_900110465.1,
GCA_900110535.1,IMG-taxon_2617270915_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/535/GCA_900110535.1_IMG-taxon_2617270915_annotated_assembly,GCA_900110535.1,Contig,IMG-taxon 2617270915 annotated assembly,PRJNA224116,SAMN04487945,GCA_900110535.1,full,Halobacterium jilantaiense,representative genome,GCF_900110535.1,
GCA_900110865.1,IMG-taxon_2639762573_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/865/GCA_900110865.1_IMG-taxon_2639762573_annotated_assembly,GCA_900110865.1,Scaffold,IMG-taxon 2639762573 annotated assembly,PRJNA224116,SAMN04489841,GCA_900110865.1,full,Natrinema salaciae,representative genome,GCF_900110865.1,
GCA_900111485.1,IMG-taxon_2642422550_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/485/GCA_900111485.1_IMG-taxon_2642422550_annotated_assembly,GCA_900111485.1,Scaffold,IMG-taxon 2642422550 annotated assembly,PRJNA224116,SAMN04488694,GCA_900111485.1,full,Haloterrigena hispanica,na,GCF_900111485.1,
GCA_900111645.1,IMG-taxon_2642422537_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/645/GCA_900111645.1_IMG-taxon_2642422537_annotated_assembly,GCA_900111645.1,Scaffold,IMG-taxon 2642422537 annotated assembly,PRJNA224116,SAMN04488587,GCA_900111645.1,full,Methanococcoides vulcani,representative genome,GCF_900111645.1,
GCA_900111935.1,IMG-taxon_2617270732_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/935/GCA_900111935.1_IMG-taxon_2617270732_annotated_assembly,GCA_900111935.1,Scaffold,IMG-taxon 2617270732 annotated assembly,PRJNA224116,SAMN04487937,GCA_900111935.1,full,Halorubrum sodomense,representative genome,GCF_900111935.1,
GCA_900112175.1,IMG-taxon_2617270920_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/175/GCA_900112175.1_IMG-taxon_2617270920_annotated_assembly,GCA_900112175.1,Contig,IMG-taxon 2617270920 annotated assembly,PRJNA224116,SAMN04487947,GCA_900112175.1,full,Halogeometricum rufum,representative genome,GCF_900112175.1,
GCA_900112205.1,IMG-taxon_2693429869_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/205/GCA_900112205.1_IMG-taxon_2693429869_annotated_assembly,GCA_900112205.1,Scaffold,IMG-taxon 2693429869 annotated assembly,PRJNA224116,SAMN05444422,GCA_900112205.1,full,Halobiforma haloterrestris,na,GCF_900112205.1,
GCA_900113245.1,IMG-taxon_2617270917_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/245/GCA_900113245.1_IMG-taxon_2617270917_annotated_assembly,GCA_900113245.1,Contig,IMG-taxon 2617270917 annotated assembly,PRJNA224116,SAMN04488063,GCA_900113245.1,full,Halopelagius inordinatus,representative genome,GCF_900113245.1,
GCA_900114435.1,IMG-taxon_2667527389_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/435/GCA_900114435.1_IMG-taxon_2667527389_annotated_assembly,GCA_900114435.1,Scaffold,IMG-taxon 2667527389 annotated assembly,PRJNA224116,SAMN05216559,GCA_900114435.1,full,Halomicrobium zhouii,representative genome,GCF_900114435.1,
GCA_900114455.1,IMG-taxon_2619618990_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/455/GCA_900114455.1_IMG-taxon_2619618990_annotated_assembly,GCA_900114455.1,Scaffold,IMG-taxon 2619618990 annotated assembly,PRJNA224116,SAMN04487950,GCA_900114455.1,full,Halogranum rubrum,na,GCF_900114455.1,
GCA_900114585.1,IMG-taxon_2593339150_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/585/GCA_900114585.1_IMG-taxon_2593339150_annotated_assembly,GCA_900114585.1,Scaffold,IMG-taxon 2593339150 annotated assembly,PRJNA224116,SAMN02910297,GCA_900114585.1,full,Methanobrevibacter olleyae,na,GCF_900114585.1,
GCA_900114835.1,IMG-taxon_2642422540_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/835/GCA_900114835.1_IMG-taxon_2642422540_annotated_assembly,GCA_900114835.1,Scaffold,IMG-taxon 2642422540 annotated assembly,PRJNA224116,SAMN04488696,GCA_900114835.1,full,Methanolobus profundi,representative genome,GCF_900114835.1,
GCA_900115675.1,IMG-taxon_2663762745_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/675/GCA_900115675.1_IMG-taxon_2663762745_annotated_assembly,GCA_900115675.1,Contig,IMG-taxon 2663762745 annotated assembly,PRJNA224116,SAMN05216277,GCA_900115675.1,full,Halolamina pelagica,representative genome,GCF_900115675.1,
GCA_900115785.1,IMG-taxon_2617270895_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/785/GCA_900115785.1_IMG-taxon_2617270895_annotated_assembly,GCA_900115785.1,Scaffold,IMG-taxon 2617270895 annotated assembly,PRJNA224116,SAMN04488124,GCA_900115785.1,full,Halogeometricum limi,representative genome,GCF_900115785.1,
GCA_900116205.1,IMG-taxon_2639762563_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/205/GCA_900116205.1_IMG-taxon_2639762563_annotated_assembly,GCA_900116205.1,Contig,IMG-taxon 2639762563 annotated assembly,PRJNA224116,SAMN04488556,GCA_900116205.1,full,Halostagnicola kamekurae,representative genome,GCF_900116205.1,
GCA_900129775.1,IMG-taxon_2695420988_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/775/GCA_900129775.1_IMG-taxon_2695420988_annotated_assembly,GCA_900129775.1,Scaffold,IMG-taxon 2695420988 annotated assembly,PRJNA224116,SAMN05443636,GCA_900129775.1,full,Halobaculum gomorrense,representative genome,GCF_900129775.1,
GCA_900143675.1,Candidatus_Nitrosotalea_sinensis_Nd2_whole_genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/675/GCA_900143675.1_Candidatus_Nitrosotalea_sinensis_Nd2_whole_genome,GCA_900143675.1,Contig,Candidatus Nitrosotalea sinensis Nd2 whole genome,PRJNA224116,SAMEA20449918,GCA_900143675.1,full,Nitrosotalea sp. Nd2,na,GCF_900143675.1,
GCA_900156425.1,IMG-taxon_2681812914_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/425/GCA_900156425.1_IMG-taxon_2681812914_annotated_assembly,GCA_900156425.1,Scaffold,IMG-taxon 2681812914 annotated assembly,PRJNA224116,SAMN05421858,GCA_900156425.1,full,Haladaptatus litoreus,na,GCF_900156425.1,
