ncbi_assembly_name,ncbi_genbank_assembly_accession,ncbi_bioproject,ncbi_biosample,ncbi_assembly_level,ncbi_organism_name,ncbi_refseq_category,ncbi_genome_representation,parsed_genome_accession,# assembly_accession,ftp_path,asm_name
20120600_E3D,GCA_003157235.1,PRJNA386568,SAMN08179589,Scaffold,Methanosarcina sp.,na,full,GCA_003157235.1,GCA_003157235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/235/GCA_003157235.1_20120600_E3D,20120600_E3D
20120600_E1D,GCA_003157895.1,PRJNA386568,SAMN08179543,Scaffold,Methanoregula sp.,na,full,GCA_003157895.1,GCA_003157895.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/895/GCA_003157895.1_20120600_E1D,20120600_E1D
20120600_S2D,GCA_003158115.1,PRJNA386568,SAMN08179660,Scaffold,Methanobacterium sp.,na,full,GCA_003158115.1,GCA_003158115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/158/115/GCA_003158115.1_20120600_S2D,20120600_S2D
20120600_E3D,GCA_003158275.1,PRJNA386568,SAMN08179605,Scaffold,Euryarchaeota archaeon,na,full,GCA_003158275.1,GCA_003158275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/158/275/GCA_003158275.1_20120600_E3D,20120600_E3D
ASM316075v1,GCA_003160755.1,PRJNA454851,SAMN09045419,Scaffold,Methanomicrobiales archaeon,na,full,GCA_003160755.1,GCA_003160755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/160/755/GCA_003160755.1_ASM316075v1,ASM316075v1
20100900_E3D,GCA_003161815.1,PRJNA386568,SAMN08178760,Scaffold,Methanobacterium sp.,na,full,GCA_003161815.1,GCA_003161815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/161/815/GCA_003161815.1_20100900_E3D,20100900_E3D
20100900_E2D,GCA_003162115.1,PRJNA386568,SAMN08178741,Scaffold,Methanobacterium sp.,na,full,GCA_003162115.1,GCA_003162115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/115/GCA_003162115.1_20100900_E2D,20100900_E2D
20100900_E2D,GCA_003162175.1,PRJNA386568,SAMN08178736,Scaffold,Euryarchaeota archaeon,na,full,GCA_003162175.1,GCA_003162175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/175/GCA_003162175.1_20100900_E2D,20100900_E2D
20100900_E3D,GCA_003162615.1,PRJNA386568,SAMN08178753,Scaffold,Methanothrix sp.,na,full,GCA_003162615.1,GCA_003162615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/615/GCA_003162615.1_20100900_E3D,20100900_E3D
20100900_E2S,GCA_003162655.1,PRJNA386568,SAMN08178745,Scaffold,Methanobacterium sp.,na,full,GCA_003162655.1,GCA_003162655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/162/655/GCA_003162655.1_20100900_E2S,20100900_E2S
20120700_S1D,GCA_003164295.1,PRJNA386568,SAMN08179958,Scaffold,Candidatus Bathyarchaeota archaeon,na,full,GCA_003164295.1,GCA_003164295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/295/GCA_003164295.1_20120700_S1D,20120700_S1D
20120700_S1D,GCA_003164415.1,PRJNA386568,SAMN08179947,Scaffold,Methanobacterium sp.,na,full,GCA_003164415.1,GCA_003164415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/415/GCA_003164415.1_20120700_S1D,20120700_S1D
20120700_S1D,GCA_003164755.1,PRJNA386568,SAMN08179930,Scaffold,Methanosarcina sp.,na,full,GCA_003164755.1,GCA_003164755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/755/GCA_003164755.1_20120700_S1D,20120700_S1D
20120700_S1D,GCA_003164815.1,PRJNA386568,SAMN08179926,Scaffold,Thaumarchaeota archaeon,na,full,GCA_003164815.1,GCA_003164815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/815/GCA_003164815.1_20120700_S1D,20120700_S1D
20120700_S1D,GCA_003165195.1,PRJNA386568,SAMN08179969,Scaffold,Candidatus Bathyarchaeota archaeon,na,full,GCA_003165195.1,GCA_003165195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/165/195/GCA_003165195.1_20120700_S1D,20120700_S1D
20110700_S2D,GCA_003166335.1,PRJNA386568,SAMN08178986,Scaffold,Methanobacterium sp.,na,full,GCA_003166335.1,GCA_003166335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/166/335/GCA_003166335.1_20110700_S2D,20110700_S2D
20110800_E3D,GCA_003170075.1,PRJNA386568,SAMN08179087,Scaffold,Methanoregula sp.,na,full,GCA_003170075.1,GCA_003170075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/075/GCA_003170075.1_20110800_E3D,20110800_E3D
20110800_E2D,GCA_003170935.1,PRJNA386568,SAMN08179040,Scaffold,Euryarchaeota archaeon,na,full,GCA_003170935.1,GCA_003170935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/935/GCA_003170935.1_20110800_E2D,20110800_E2D
ASM317333v1,GCA_003173335.1,PRJNA224116,SAMN09236931,Contig,Methanospirillum stamsii,na,full,GCF_003173335.1,GCA_003173335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/335/GCA_003173335.1_ASM317333v1,ASM317333v1
ASM317335v1,GCA_003173355.1,PRJNA224116,SAMN09236929,Contig,Methanospirillum lacunae,na,full,GCF_003173355.1,GCA_003173355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/355/GCA_003173355.1_ASM317335v1,ASM317335v1
ASM317521v1,GCA_003175215.1,PRJNA224116,SAMD00113975,Contig,Candidatus Nitrosopumilus sp. NM25,na,full,GCF_003175215.1,GCA_003175215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/175/215/GCA_003175215.1_ASM317521v1,ASM317521v1
ASM317699v1,GCA_003176995.1,PRJNA471400,SAMN09209451,Scaffold,Thaumarchaeota archaeon,na,full,GCA_003176995.1,GCA_003176995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/995/GCA_003176995.1_ASM317699v1,ASM317699v1
ASM319381v1,GCA_003193815.1,PRJNA421865,SAMN08159289,Contig,Euryarchaeota archaeon,na,full,GCA_003193815.1,GCA_003193815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/193/815/GCA_003193815.1_ASM319381v1,ASM319381v1
ASM319392v1,GCA_003193925.1,PRJNA421865,SAMN08159283,Contig,Euryarchaeota archaeon,na,full,GCA_003193925.1,GCA_003193925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/193/925/GCA_003193925.1_ASM319392v1,ASM319392v1
ASM319442v1,GCA_003194425.1,PRJNA418316,SAMN08434975,Scaffold,ANME-1 cluster archaeon,na,full,GCA_003194425.1,GCA_003194425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/425/GCA_003194425.1_ASM319442v1,ASM319442v1
ASM319443v1,GCA_003194435.1,PRJNA418316,SAMN08434988,Scaffold,ANME-1 cluster archaeon,na,full,GCA_003194435.1,GCA_003194435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/435/GCA_003194435.1_ASM319443v1,ASM319443v1
ASM319444v1,GCA_003194445.1,PRJNA418316,SAMN08435051,Scaffold,ANME-2 cluster archaeon,na,full,GCA_003194445.1,GCA_003194445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/445/GCA_003194445.1_ASM319444v1,ASM319444v1
ASM320176v1,GCA_003201765.1,PRJNA224116,SAMN09071530,Complete Genome,Acidianus sulfidivorans JP7,na,full,GCF_003201765.1,GCA_003201765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/765/GCA_003201765.1_ASM320176v1,ASM320176v1
ASM320183v1,GCA_003201835.1,PRJNA224116,SAMN09071529,Complete Genome,Acidianus brierleyi,na,full,GCF_003201835.1,GCA_003201835.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/835/GCA_003201835.1_ASM320183v1,ASM320183v1
ASM320523v1,GCA_003205235.1,PRJNA224116,SAMN09280936,Contig,Thermoplasma sp. Kam2015,na,full,GCF_003205235.1,GCA_003205235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/205/235/GCA_003205235.1_ASM320523v1,ASM320523v1
ASM322993v1,GCA_003229935.1,PRJNA385762,SAMN09240142,Scaffold,Euryarchaeota archaeon,na,full,GCA_003229935.1,GCA_003229935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/229/935/GCA_003229935.1_ASM322993v1,ASM322993v1
ASM323035v1,GCA_003230355.1,PRJNA385762,SAMN09240220,Contig,Euryarchaeota archaeon,na,full,GCA_003230355.1,GCA_003230355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/230/355/GCA_003230355.1_ASM323035v1,ASM323035v1
ASM325195v1,GCA_003251955.1,PRJNA385762,SAMN09288007,Contig,Methanospirillum hungatei,na,full,GCA_003251955.1,GCA_003251955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/251/955/GCA_003251955.1_ASM325195v1,ASM325195v1
ASM326493v1,GCA_003264935.1,PRJNA476483,SAMN09435550,Contig,Methanothermobacter tenebrarum,na,full,GCA_003264935.1,GCA_003264935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/264/935/GCA_003264935.1_ASM326493v1,ASM326493v1
ASM326606v1,GCA_003266065.1,PRJNA362975,SAMN06283957,Scaffold,Methanosphaera sp. rholeuAM130,na,full,GCA_003266065.1,GCA_003266065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/065/GCA_003266065.1_ASM326606v1,ASM326606v1
ASM326607v1,GCA_003266075.1,PRJNA362975,SAMN06283956,Scaffold,Methanosphaera sp. rholeuAM74,na,full,GCA_003266075.1,GCA_003266075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/075/GCA_003266075.1_ASM326607v1,ASM326607v1
ASM326610v1,GCA_003266105.1,PRJNA362975,SAMN06283955,Scaffold,Methanosphaera sp. rholeuAM6,na,full,GCA_003266105.1,GCA_003266105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/105/GCA_003266105.1_ASM326610v1,ASM326610v1
ASM326614v1,GCA_003266145.1,PRJNA362975,SAMN06283953,Scaffold,Methanosphaera sp. SHI613,na,full,GCA_003266145.1,GCA_003266145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/145/GCA_003266145.1_ASM326614v1,ASM326614v1
ASM326616v1,GCA_003266165.1,PRJNA362975,SAMN06283958,Scaffold,Methanosphaera sp. rholeuAM270,na,full,GCA_003266165.1,GCA_003266165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/165/GCA_003266165.1_ASM326616v1,ASM326616v1
ASM326800v1,GCA_003268005.1,PRJNA310024,SAMN04445725,Complete Genome,Methanosphaera sp. BMS,na,full,GCA_003268005.1,GCA_003268005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/005/GCA_003268005.1_ASM326800v1,ASM326800v1
ASM328735v1,GCA_003287355.1,PRJNA478008,SAMN09489299,Contig,Halorubrum sp. 48_1_W,na,full,GCA_003287355.1,GCA_003287355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/355/GCA_003287355.1_ASM328735v1,ASM328735v1
ASM329846v1,GCA_003298465.1,PRJNA473899,SAMN09288189,Contig,halophilic archaeon,na,full,GCA_003298465.1,GCA_003298465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/298/465/GCA_003298465.1_ASM329846v1,ASM329846v1
NDEV.embl.gz,GCA_900065925.1,PRJEB10948,SAMEA3577360,Complete Genome,Candidatus Nitrosotalea devanaterra,na,full,GCA_900065925.1,GCA_900065925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/065/925/GCA_900065925.1_NDEV.embl.gz,NDEV.embl.gz
SSOP1,GCA_900079115.1,PRJNA224116,SAMEA3920617,Complete Genome,Sulfolobus solfataricus,representative genome,full,GCF_900079115.1,GCA_900079115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/115/GCA_900079115.1_SSOP1,SSOP1
ASM90008351v1,GCA_900083515.1,PRJEB12276,SAMEA3719625,Complete Genome,Cuniculiplasma divulgatum,na,full,GCA_900083515.1,GCA_900083515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/083/515/GCA_900083515.1_ASM90008351v1,ASM90008351v1
MCBB,GCA_900095295.1,PRJNA224116,SAMEA4378819,Complete Genome,Methanobacterium congolense,representative genome,full,GCF_900095295.1,GCA_900095295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB,MCBB
L21,GCA_900095385.1,PRJNA224116,SAMEA4384483,Contig,Methanoculleus chikugoensis,representative genome,full,GCF_900095385.1,GCA_900095385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/385/GCA_900095385.1_L21,L21
SIV6,GCA_900095815.1,PRJNA224116,SAMEA4408318,Complete Genome,Methanothermobacter wolfeii,representative genome,full,GCF_900095815.1,GCA_900095815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6,SIV6
IMG-taxon 2636416021 annotated assembly,GCA_900100335.1,PRJNA224116,SAMN04515672,Contig,Natronorubrum texcoconense,na,full,GCF_900100335.1,GCA_900100335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/335/GCA_900100335.1_IMG-taxon_2636416021_annotated_assembly,IMG-taxon 2636416021 annotated assembly
IMG-taxon 2651870124 annotated assembly,GCA_900100385.1,PRJNA224116,SAMN05216226,Scaffold,Halovenus aranensis,representative genome,full,GCF_900100385.1,GCA_900100385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/385/GCA_900100385.1_IMG-taxon_2651870124_annotated_assembly,IMG-taxon 2651870124 annotated assembly
IMG-taxon 2642422561 annotated assembly,GCA_900100715.1,PRJNA224116,SAMN04488589,Scaffold,Methanolobus vulcani,representative genome,full,GCF_900100715.1,GCA_900100715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/715/GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly,IMG-taxon 2642422561 annotated assembly
IMG-taxon 2671180169 annotated assembly,GCA_900100875.1,PRJNA224116,SAMN05216278,Contig,Halopelagius longus,representative genome,full,GCF_900100875.1,GCA_900100875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/875/GCA_900100875.1_IMG-taxon_2671180169_annotated_assembly,IMG-taxon 2671180169 annotated assembly
IMG-taxon 2651870125 annotated assembly,GCA_900102305.1,PRJNA224116,SAMN05216218,Scaffold,Halorientalis regularis,representative genome,full,GCF_900102305.1,GCA_900102305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/305/GCA_900102305.1_IMG-taxon_2651870125_annotated_assembly,IMG-taxon 2651870125 annotated assembly
IMG-taxon 2651870127 annotated assembly,GCA_900103505.1,PRJNA224116,SAMN05192554,Scaffold,Haloarchaeobius iranensis,representative genome,full,GCF_900103505.1,GCA_900103505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/505/GCA_900103505.1_IMG-taxon_2651870127_annotated_assembly,IMG-taxon 2651870127 annotated assembly
IMG-taxon 2617270902 annotated assembly,GCA_900103715.1,PRJNA224116,SAMN04487949,Contig,Halogranum gelatinilyticum,representative genome,full,GCF_900103715.1,GCA_900103715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/715/GCA_900103715.1_IMG-taxon_2617270902_annotated_assembly,IMG-taxon 2617270902 annotated assembly
IMG-taxon 2636416047 annotated assembly,GCA_900104065.1,PRJNA224116,SAMN04489842,Scaffold,Natronobacterium texcoconense,na,full,GCF_900104065.1,GCA_900104065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/065/GCA_900104065.1_IMG-taxon_2636416047_annotated_assembly,IMG-taxon 2636416047 annotated assembly
IMG-taxon 2617270777 annotated assembly,GCA_900107195.1,PRJNA224116,SAMN04487946,Contig,Halobellus clavatus,representative genome,full,GCF_900107195.1,GCA_900107195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/195/GCA_900107195.1_IMG-taxon_2617270777_annotated_assembly,IMG-taxon 2617270777 annotated assembly
IMG-taxon 2654587885 annotated assembly,GCA_900107205.1,PRJNA224116,SAMN05216564,Scaffold,Halopenitus persicus,na,full,GCF_900107205.1,GCA_900107205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/205/GCA_900107205.1_IMG-taxon_2654587885_annotated_assembly,IMG-taxon 2654587885 annotated assembly
IMG-taxon 2617270898 annotated assembly,GCA_900107665.1,PRJNA224116,SAMN04488065,Scaffold,Haloplanus vescus,representative genome,full,GCF_900107665.1,GCA_900107665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/665/GCA_900107665.1_IMG-taxon_2617270898_annotated_assembly,IMG-taxon 2617270898 annotated assembly
IMG-taxon 2617270925 annotated assembly,GCA_900108095.1,PRJNA224116,SAMN04487967,Scaffold,Natronorubrum sediminis,na,full,GCF_900108095.1,GCA_900108095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/095/GCA_900108095.1_IMG-taxon_2617270925_annotated_assembly,IMG-taxon 2617270925 annotated assembly
IMG-taxon 2619618869 annotated assembly,GCA_900108165.1,PRJNA224116,SAMN04488133,Scaffold,Halobellus limi,na,full,GCF_900108165.1,GCA_900108165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/165/GCA_900108165.1_IMG-taxon_2619618869_annotated_assembly,IMG-taxon 2619618869 annotated assembly
IMG-taxon 2651870118 annotated assembly,GCA_900108505.1,PRJNA224116,SAMN05192561,Scaffold,Halopenitus malekzadehii,representative genome,full,GCF_900108505.1,GCA_900108505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/505/GCA_900108505.1_IMG-taxon_2651870118_annotated_assembly,IMG-taxon 2651870118 annotated assembly
IMG-taxon 2693429898 annotated assembly,GCA_900109065.1,PRJNA224116,SAMN05444271,Contig,Halohasta litchfieldiae,representative genome,full,GCF_900109065.1,GCA_900109065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/065/GCA_900109065.1_IMG-taxon_2693429898_annotated_assembly,IMG-taxon 2693429898 annotated assembly
IMG-taxon 2654588138 annotated assembly,GCA_900109595.1,PRJNA224116,SAMN05216439,Contig,Methanobrevibacter gottschalkii,representative genome,full,GCF_900109595.1,GCA_900109595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/595/GCA_900109595.1_IMG-taxon_2654588138_annotated_assembly,IMG-taxon 2654588138 annotated assembly
IMG-taxon 2654588107 annotated assembly,GCA_900110215.1,PRJNA224116,SAMN05216388,Scaffold,Halorientalis persicus,representative genome,full,GCF_900110215.1,GCA_900110215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/215/GCA_900110215.1_IMG-taxon_2654588107_annotated_assembly,IMG-taxon 2654588107 annotated assembly
IMG-taxon 2671180170 annotated assembly,GCA_900110455.1,PRJNA224116,SAMN05216285,Scaffold,Halopiger salifodinae,na,full,GCF_900110455.1,GCA_900110455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/455/GCA_900110455.1_IMG-taxon_2671180170_annotated_assembly,IMG-taxon 2671180170 annotated assembly
IMG-taxon 2617270928 annotated assembly,GCA_900110465.1,PRJNA224116,SAMN04487948,Scaffold,Halogranum amylolyticum,representative genome,full,GCF_900110465.1,GCA_900110465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/465/GCA_900110465.1_IMG-taxon_2617270928_annotated_assembly,IMG-taxon 2617270928 annotated assembly
IMG-taxon 2617270915 annotated assembly,GCA_900110535.1,PRJNA224116,SAMN04487945,Contig,Halobacterium jilantaiense,representative genome,full,GCF_900110535.1,GCA_900110535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/535/GCA_900110535.1_IMG-taxon_2617270915_annotated_assembly,IMG-taxon 2617270915 annotated assembly
IMG-taxon 2639762573 annotated assembly,GCA_900110865.1,PRJNA224116,SAMN04489841,Scaffold,Natrinema salaciae,representative genome,full,GCF_900110865.1,GCA_900110865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/865/GCA_900110865.1_IMG-taxon_2639762573_annotated_assembly,IMG-taxon 2639762573 annotated assembly
IMG-taxon 2642422550 annotated assembly,GCA_900111485.1,PRJNA224116,SAMN04488694,Scaffold,Haloterrigena hispanica,na,full,GCF_900111485.1,GCA_900111485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/485/GCA_900111485.1_IMG-taxon_2642422550_annotated_assembly,IMG-taxon 2642422550 annotated assembly
IMG-taxon 2642422537 annotated assembly,GCA_900111645.1,PRJNA224116,SAMN04488587,Scaffold,Methanococcoides vulcani,representative genome,full,GCF_900111645.1,GCA_900111645.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/645/GCA_900111645.1_IMG-taxon_2642422537_annotated_assembly,IMG-taxon 2642422537 annotated assembly
IMG-taxon 2617270732 annotated assembly,GCA_900111935.1,PRJNA224116,SAMN04487937,Scaffold,Halorubrum sodomense,representative genome,full,GCF_900111935.1,GCA_900111935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/935/GCA_900111935.1_IMG-taxon_2617270732_annotated_assembly,IMG-taxon 2617270732 annotated assembly
IMG-taxon 2617270920 annotated assembly,GCA_900112175.1,PRJNA224116,SAMN04487947,Contig,Halogeometricum rufum,representative genome,full,GCF_900112175.1,GCA_900112175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/175/GCA_900112175.1_IMG-taxon_2617270920_annotated_assembly,IMG-taxon 2617270920 annotated assembly
IMG-taxon 2693429869 annotated assembly,GCA_900112205.1,PRJNA224116,SAMN05444422,Scaffold,Halobiforma haloterrestris,na,full,GCF_900112205.1,GCA_900112205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/205/GCA_900112205.1_IMG-taxon_2693429869_annotated_assembly,IMG-taxon 2693429869 annotated assembly
IMG-taxon 2617270917 annotated assembly,GCA_900113245.1,PRJNA224116,SAMN04488063,Contig,Halopelagius inordinatus,representative genome,full,GCF_900113245.1,GCA_900113245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/245/GCA_900113245.1_IMG-taxon_2617270917_annotated_assembly,IMG-taxon 2617270917 annotated assembly
IMG-taxon 2667527389 annotated assembly,GCA_900114435.1,PRJNA224116,SAMN05216559,Scaffold,Halomicrobium zhouii,representative genome,full,GCF_900114435.1,GCA_900114435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/435/GCA_900114435.1_IMG-taxon_2667527389_annotated_assembly,IMG-taxon 2667527389 annotated assembly
IMG-taxon 2619618990 annotated assembly,GCA_900114455.1,PRJNA224116,SAMN04487950,Scaffold,Halogranum rubrum,na,full,GCF_900114455.1,GCA_900114455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/455/GCA_900114455.1_IMG-taxon_2619618990_annotated_assembly,IMG-taxon 2619618990 annotated assembly
IMG-taxon 2593339150 annotated assembly,GCA_900114585.1,PRJNA224116,SAMN02910297,Scaffold,Methanobrevibacter olleyae,na,full,GCF_900114585.1,GCA_900114585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/585/GCA_900114585.1_IMG-taxon_2593339150_annotated_assembly,IMG-taxon 2593339150 annotated assembly
IMG-taxon 2642422540 annotated assembly,GCA_900114835.1,PRJNA224116,SAMN04488696,Scaffold,Methanolobus profundi,representative genome,full,GCF_900114835.1,GCA_900114835.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/835/GCA_900114835.1_IMG-taxon_2642422540_annotated_assembly,IMG-taxon 2642422540 annotated assembly
IMG-taxon 2663762745 annotated assembly,GCA_900115675.1,PRJNA224116,SAMN05216277,Contig,Halolamina pelagica,representative genome,full,GCF_900115675.1,GCA_900115675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/675/GCA_900115675.1_IMG-taxon_2663762745_annotated_assembly,IMG-taxon 2663762745 annotated assembly
IMG-taxon 2617270895 annotated assembly,GCA_900115785.1,PRJNA224116,SAMN04488124,Scaffold,Halogeometricum limi,representative genome,full,GCF_900115785.1,GCA_900115785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/785/GCA_900115785.1_IMG-taxon_2617270895_annotated_assembly,IMG-taxon 2617270895 annotated assembly
IMG-taxon 2639762563 annotated assembly,GCA_900116205.1,PRJNA224116,SAMN04488556,Contig,Halostagnicola kamekurae,representative genome,full,GCF_900116205.1,GCA_900116205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/205/GCA_900116205.1_IMG-taxon_2639762563_annotated_assembly,IMG-taxon 2639762563 annotated assembly
IMG-taxon 2695420988 annotated assembly,GCA_900129775.1,PRJNA224116,SAMN05443636,Scaffold,Halobaculum gomorrense,representative genome,full,GCF_900129775.1,GCA_900129775.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/775/GCA_900129775.1_IMG-taxon_2695420988_annotated_assembly,IMG-taxon 2695420988 annotated assembly
Candidatus Nitrosotalea sinensis Nd2 whole genome,GCA_900143675.1,PRJNA224116,SAMEA20449918,Contig,Nitrosotalea sp. Nd2,na,full,GCF_900143675.1,GCA_900143675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/675/GCA_900143675.1_Candidatus_Nitrosotalea_sinensis_Nd2_whole_genome,Candidatus Nitrosotalea sinensis Nd2 whole genome
IMG-taxon 2681812914 annotated assembly,GCA_900156425.1,PRJNA224116,SAMN05421858,Scaffold,Haladaptatus litoreus,na,full,GCF_900156425.1,GCA_900156425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/425/GCA_900156425.1_IMG-taxon_2681812914_annotated_assembly,IMG-taxon 2681812914 annotated assembly
IMG-taxon 2681812919 annotated assembly,GCA_900156475.1,PRJNA224116,SAMN05421752,Scaffold,Natronorubrum thiooxidans,representative genome,full,GCF_900156475.1,GCA_900156475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/475/GCA_900156475.1_IMG-taxon_2681812919_annotated_assembly,IMG-taxon 2681812919 annotated assembly
ASM90016795v1,GCA_900167955.1,PRJNA224116,SAMEA101071168,Scaffold,Nitrosotalea sp. SbT1,na,full,GCF_900167955.1,GCA_900167955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/955/GCA_900167955.1_ASM90016795v1,ASM90016795v1
